"기준코인","대상코인","상관계수","순서"
"MBL","BTT",0.528,76
"MBL","XRP",0.527,77
"MBL","LINK",0.525,78
"MBL","MATIC",0.515,79
"MBL","STRAX",0.514,80
"MBL","MINA",0.511,81
"MBL","CTC",0.503,82
"MBL","ADA",0.502,83
"MBL","CHZ",0.498,84
"MBL","DOGE",0.492,85
"MBL","GLM",0.485,86
"MBL","NEAR",0.444,87
"MBL","ETC",0.443,88
"MBL","ZRX",0.436,89
"MBL","ID",0.429,90
"MBL","ANKR",0.426,91
"MBL","MASK",0.426,92
"MBL","EGLD",0.422,93
"MBL","HIFI",0.416,94
"MBL","BSV",0.379,95
"MBL","IMX",0.369,96
"MBL","NEO",0.363,97
"MBL","AVAX",0.355,98
"MBL","TFUEL",0.352,99
"MBL","APT",0.346,100
"MBL","SEI",0.343,101
"MBL","T",0.33,102
"MBL","MTL",0.311,103
"MBL","XEC",0.291,104
"MBL","CVC",0.284,105
"MBL","ARB",0.282,106
"MBL","SOL",0.264,107
"MBL","PYTH",0.26,108
"MBL","SUI",0.26,109
"MBL","LSK",0.254,110
"MBL","ASTR",0.247,111
"MBL","PUNDIX",0.204,112
"MBL","VET",0.179,113
"MBL","POLYX",0.135,114
"MBL","BLUR",0.11,115
"MBL","TRX",-0.093,116
"MBL","BCH",0.055,117
"MBL","STX",0.055,118
"MED","MED",1,1
"MED","TON",0.892,2
"MED","FCT2",0.879,3
"MED","ARK",0.872,4
"MED","ONT",0.855,5
"MED","SAND",0.842,6
"MED","XEM",0.826,7
"MED","AXS",0.823,8
"MED","HIVE",0.817,9
"MED","META",0.814,10
"MED","EOS",0.812,11
"MED","BTG",0.81,12
"MED","MANA",0.81,13
"MED","FLOW",0.809,14
"MED","ALGO",0.794,15
"MED","MLK",0.789,16
"MED","ETH",0.787,17
"MED","AAVE",0.785,18
"MED","TT",0.78,19
"MED","STPT",0.776,20
"MED","STRIKE",0.773,21
"MED","HPO",0.766,22
"MED","SXP",0.763,23
"MED","STMX",0.76,24
"MED","MBL",0.758,25
"MED","THETA",0.756,26
"MED","IOST",0.755,27
"MED","KAVA",0.752,28
"MED","1INCH",0.749,29
"MED","KNC",0.748,30
"MED","QKC",0.742,31
"MED","STEEM",0.739,32
"MED","CBK",0.737,33
"MED","ORBS",0.736,34
"MED","BAT",0.731,35
"MED","DKA",0.73,36
"MED","SHIB",0.726,37
"MED","GRT",0.724,38
"MED","IOTA",0.723,39
"MED","XTZ",0.721,40
"MED","AHT",0.718,41
"MED","DOT",0.717,42
"MED","XLM",0.717,43
"MED","AQT",0.715,44
"MED","ONG",0.714,45
"MED","ATOM",0.711,46
"MED","MOC",0.705,47
"MED","STORJ",0.7,48
"MED","BORA",0.696,49
"MED","CRO",0.695,50
"MED","ZIL",0.694,51
"MED","GRS",0.69,52
"MED","ICX",0.689,53
"MED","LOOM",0.686,54
"MED","POWR",0.666,55
"MED","QTUM",0.665,56
"MED","BTC",0.658,57
"MED","AERGO",0.656,58
"MED","BTT",0.655,59
"MED","IQ",0.655,60
"MED","STRAX",0.645,61
"MED","HBAR",0.639,62
"MED","CELO",0.633,63
"MED","ETC",0.619,64
"MED","SNT",0.612,65
"MED","CRE",0.611,66
"MED","GLM",0.607,67
"MED","XRP",0.606,68
"MED","SBD",0.604,69
"MED","WAVES",0.585,70
"MED","WAXP",0.584,71
"MED","CTC",0.567,72
"MED","GAS",0.567,73
"MED","MATIC",0.567,74
"MED","ARDR",0.543,75
"MED","HUNT",0.542,76
"MED","JST",0.536,77
"MED","SC",0.526,78
"MED","GMT",0.525,79
"MED","NEAR",0.522,80
"MED","MTL",0.516,81
"MED","MVL",0.516,82
"MED","ADA",0.503,83
"MED","ZRX",0.486,84
"MED","MINA",0.485,85
"MED","UPP",0.47,86
"MED","ID",0.468,87
"MED","ELF",0.458,88
"MED","XEC",0.458,89
"MED","EGLD",0.449,90
"MED","LINK",0.442,91
"MED","BSV",0.435,92
"MED","DOGE",0.432,93
"MED","SEI",0.404,94
"MED","ANKR",0.398,95
"MED","LSK",0.395,96
"MED","HIFI",0.383,97
"MED","IMX",0.382,98
"MED","AVAX",0.368,99
"MED","NEO",0.367,100
"MED","ARB",0.352,101
"MED","CHZ",0.347,102
"MED","APT",0.343,103
"MED","TFUEL",0.325,104
"MED","PUNDIX",0.309,105
"MED","SOL",0.265,106
"MED","MASK",0.26,107
"MED","PYTH",0.252,108
"MED","T",0.205,109
"MED","CVC",0.196,110
"MED","ASTR",0.189,111
"MED","TRX",-0.137,112
"MED","SUI",0.1,113
"MED","POLYX",0.085,114
"MED","VET",0.053,115
"MED","BLUR",0.043,116
"MED","STX",0.035,117
"MED","BCH",0.01,118
"META","META",1,1
"META","ATOM",0.845,2
"META","DKA",0.844,3
"META","CBK",0.83,4
"META","FCT2",0.826,5
"META","STRIKE",0.817,6
"META","MED",0.814,7
"META","MANA",0.811,8
"META","STORJ",0.811,9
"META","HBAR",0.8,10
"META","XTZ",0.8,11
"META","MLK",0.79,12
"META","SAND",0.78,13
"META","ORBS",0.771,14
"META","ETH",0.763,15
"META","STRAX",0.76,16
"META","DOT",0.759,17
"META","TON",0.757,18
"META","EOS",0.751,19
"META","IOST",0.747,20
"META","IOTA",0.728,21
"META","SBD",0.725,22
"META","ADA",0.723,23
"META","MATIC",0.723,24
"META","ONG",0.717,25
"META","ARK",0.715,26
"META","XEM",0.715,27
"META","ALGO",0.712,28
"META","HIVE",0.711,29
"META","AXS",0.708,30
"META","1INCH",0.692,31
"META","LINK",0.691,32
"META","TT",0.689,33
"META","BAT",0.688,34
"META","GAS",0.681,35
"META","SNT",0.681,36
"META","SXP",0.681,37
"META","ETC",0.672,38
"META","AHT",0.667,39
"META","AQT",0.667,40
"META","ONT",0.667,41
"META","BTT",0.663,42
"META","ARB",0.653,43
"META","JST",0.652,44
"META","XLM",0.651,45
"META","KNC",0.65,46
"META","EGLD",0.646,47
"META","MBL",0.646,48
"META","ELF",0.643,49
"META","HPO",0.639,50
"META","IMX",0.634,51
"META","STPT",0.634,52
"META","MINA",0.632,53
"META","AERGO",0.63,54
"META","GLM",0.622,55
"META","AAVE",0.62,56
"META","MTL",0.614,57
"META","QTUM",0.602,58
"META","CRE",0.601,59
"META","FLOW",0.597,60
"META","KAVA",0.593,61
"META","LOOM",0.588,62
"META","SHIB",0.586,63
"META","CELO",0.584,64
"META","ZIL",0.568,65
"META","BORA",0.566,66
"META","MOC",0.552,67
"META","ICX",0.548,68
"META","STMX",0.548,69
"META","THETA",0.547,70
"META","POWR",0.545,71
"META","STEEM",0.537,72
"META","QKC",0.526,73
"META","BSV",0.519,74
"META","BTG",0.519,75
"META","CRO",0.519,76
"META","XRP",0.506,77
"META","SEI",0.492,78
"META","ASTR",0.483,79
"META","WAXP",0.481,80
"META","GRS",0.475,81
"META","CHZ",0.463,82
"META","GRT",0.438,83
"META","GMT",0.436,84
"META","SC",0.436,85
"META","WAVES",0.422,86
"META","BLUR",0.42,87
"META","LSK",0.412,88
"META","VET",0.39,89
"META","ARDR",0.381,90
"META","BTC",0.346,91
"META","NEO",0.338,92
"META","UPP",0.337,93
"META","HUNT",0.299,94
"META","IQ",0.287,95
"META","TRX",0.275,96
"META","TFUEL",0.26,97
"META","BCH",-0.258,98
"META","MVL",0.236,99
"META","XEC",0.235,100
"META","POLYX",-0.211,101
"META","STX",-0.211,102
"META","ZRX",0.203,103
"META","NEAR",0.202,104
"META","DOGE",0.188,105
"META","ID",0.179,106
"META","CTC",0.175,107
"META","MASK",0.165,108
"META","ANKR",0.145,109
"META","APT",0.117,110
"META","SUI",-0.117,111
"META","SOL",-0.109,112
"META","PYTH",-0.095,113
"META","AVAX",0.084,114
"META","HIFI",0.056,115
"META","T",-0.038,116
"META","PUNDIX",0.037,117
"META","CVC",-0.013,118
"MINA","MINA",1,1
"MINA","MATIC",0.922,2
"MINA","LINK",0.885,3
"MINA","IMX",0.854,4
"MINA","ADA",0.849,5
"MINA","ASTR",0.826,6
"MINA","MANA",0.821,7
"MINA","ARB",0.811,8
"MINA","EGLD",0.797,9
"MINA","STRIKE",0.79,10
"MINA","DKA",0.788,11
"MINA","STORJ",0.765,12
"MINA","HBAR",0.754,13
"MINA","BLUR",0.739,14
"MINA","ATOM",0.737,15
"MINA","AHT",0.723,16
"MINA","CELO",0.723,17
"MINA","DOT",0.721,18
"MINA","AXS",0.706,19
"MINA","FCT2",0.704,20
"MINA","SAND",0.696,21
"MINA","AQT",0.694,22
"MINA","IOTA",0.689,23
"MINA","SEI",0.684,24
"MINA","CBK",0.683,25
"MINA","SBD",0.68,26
"MINA","SC",0.68,27
"MINA","STRAX",0.677,28
"MINA","GAS",0.676,29
"MINA","MLK",0.671,30
"MINA","POWR",0.67,31
"MINA","XTZ",0.663,32
"MINA","XRP",0.662,33
"MINA","ETH",0.659,34
"MINA","ELF",0.652,35
"MINA","ALGO",0.647,36
"MINA","BCH",-0.637,37
"MINA","META",0.632,38
"MINA","TT",0.628,39
"MINA","POLYX",-0.618,40
"MINA","XLM",0.615,41
"MINA","KNC",0.604,42
"MINA","BAT",0.596,43
"MINA","IOST",0.594,44
"MINA","ORBS",0.59,45
"MINA","FLOW",0.573,46
"MINA","SNT",0.567,47
"MINA","VET",0.561,48
"MINA","ARK",0.557,49
"MINA","LOOM",0.556,50
"MINA","TRX",0.554,51
"MINA","XEM",0.537,52
"MINA","MBL",0.511,53
"MINA","CRE",0.508,54
"MINA","1INCH",0.498,55
"MINA","GRT",0.493,56
"MINA","HIVE",0.485,57
"MINA","MED",0.485,58
"MINA","QKC",0.473,59
"MINA","SXP",0.463,60
"MINA","STPT",0.455,61
"MINA","HPO",0.452,62
"MINA","KAVA",0.451,63
"MINA","CVC",-0.438,64
"MINA","EOS",0.436,65
"MINA","CHZ",0.429,66
"MINA","ONG",0.422,67
"MINA","AAVE",0.421,68
"MINA","TON",0.418,69
"MINA","STX",-0.406,70
"MINA","THETA",0.405,71
"MINA","AERGO",0.404,72
"MINA","ETC",0.403,73
"MINA","T",-0.399,74
"MINA","JST",0.398,75
"MINA","QTUM",0.397,76
"MINA","MOC",0.392,77
"MINA","BSV",0.384,78
"MINA","ID",0.376,79
"MINA","GMT",0.364,80
"MINA","BTT",0.357,81
"MINA","ONT",0.354,82
"MINA","SOL",-0.328,83
"MINA","GLM",0.315,84
"MINA","STMX",0.309,85
"MINA","ICX",0.304,86
"MINA","ZRX",0.301,87
"MINA","IQ",0.3,88
"MINA","ZIL",0.289,89
"MINA","WAVES",0.285,90
"MINA","SUI",-0.279,91
"MINA","BORA",0.277,92
"MINA","DOGE",-0.277,93
"MINA","PUNDIX",-0.265,94
"MINA","STEEM",0.264,95
"MINA","UPP",0.263,96
"MINA","ANKR",-0.256,97
"MINA","SHIB",0.25,98
"MINA","XEC",-0.248,99
"MINA","CRO",0.239,100
"MINA","GRS",0.235,101
"MINA","MTL",0.214,102
"MINA","HIFI",-0.202,103
"MINA","APT",-0.2,104
"MINA","WAXP",0.179,105
"MINA","MASK",-0.16,106
"MINA","BTG",0.133,107
"MINA","AVAX",0.123,108
"MINA","NEO",0.112,109
"MINA","MVL",-0.104,110
"MINA","TFUEL",-0.104,111
"MINA","LSK",0.073,112
"MINA","CTC",-0.063,113
"MINA","ARDR",0.058,114
"MINA","BTC",0.054,115
"MINA","NEAR",0.028,116
"MINA","HUNT",-0.019,117
"MINA","PYTH",0.005,118
"MLK","MLK",1,1
"MLK","IOTA",0.939,2
"MLK","STRIKE",0.921,3
"MLK","DKA",0.914,4
"MLK","ORBS",0.909,5
"MLK","IOST",0.906,6
"MLK","HIVE",0.903,7
"MLK","CBK",0.899,8
"MLK","SAND",0.899,9
"MLK","XTZ",0.883,10
"MLK","MANA",0.879,11
"MLK","FCT2",0.877,12
"MLK","SXP",0.867,13
"MLK","ALGO",0.855,14
"MLK","AXS",0.855,15
"MLK","DOT",0.854,16
"MLK","1INCH",0.849,17
"MLK","XEM",0.846,18
"MLK","SBD",0.843,19
"MLK","XLM",0.842,20
"MLK","HPO",0.84,21
"MLK","ARK",0.838,22
"MLK","TT",0.835,23
"MLK","ETH",0.832,24
"MLK","KNC",0.827,25
"MLK","ONG",0.826,26
"MLK","ATOM",0.821,27
"MLK","AQT",0.818,28
"MLK","TON",0.816,29
"MLK","BAT",0.81,30
"MLK","BORA",0.81,31
"MLK","GAS",0.808,32
"MLK","POWR",0.804,33
"MLK","MBL",0.803,34
"MLK","SNT",0.801,35
"MLK","STPT",0.801,36
"MLK","FLOW",0.799,37
"MLK","EOS",0.791,38
"MLK","LOOM",0.79,39
"MLK","META",0.79,40
"MLK","MED",0.789,41
"MLK","QTUM",0.786,42
"MLK","ONT",0.784,43
"MLK","KAVA",0.783,44
"MLK","AHT",0.78,45
"MLK","STEEM",0.772,46
"MLK","AAVE",0.769,47
"MLK","BTT",0.765,48
"MLK","CELO",0.763,49
"MLK","ZIL",0.761,50
"MLK","HBAR",0.757,51
"MLK","STMX",0.757,52
"MLK","STORJ",0.756,53
"MLK","SHIB",0.75,54
"MLK","CRO",0.743,55
"MLK","QKC",0.743,56
"MLK","MATIC",0.742,57
"MLK","XRP",0.736,58
"MLK","ADA",0.735,59
"MLK","ETC",0.733,60
"MLK","MOC",0.732,61
"MLK","STRAX",0.731,62
"MLK","ICX",0.724,63
"MLK","JST",0.724,64
"MLK","THETA",0.722,65
"MLK","CRE",0.718,66
"MLK","ELF",0.712,67
"MLK","AERGO",0.71,68
"MLK","GLM",0.681,69
"MLK","MINA",0.671,70
"MLK","SC",0.667,71
"MLK","LINK",0.664,72
"MLK","EGLD",0.644,73
"MLK","BSV",0.629,74
"MLK","GMT",0.627,75
"MLK","WAVES",0.621,76
"MLK","GRS",0.611,77
"MLK","GRT",0.59,78
"MLK","CHZ",0.582,79
"MLK","BTC",0.578,80
"MLK","BTG",0.574,81
"MLK","ARDR",0.563,82
"MLK","UPP",0.54,83
"MLK","MTL",0.539,84
"MLK","ARB",0.526,85
"MLK","WAXP",0.515,86
"MLK","LSK",0.51,87
"MLK","HUNT",0.508,88
"MLK","IQ",0.501,89
"MLK","IMX",0.499,90
"MLK","NEO",0.478,91
"MLK","ASTR",0.443,92
"MLK","NEAR",0.428,93
"MLK","ZRX",0.417,94
"MLK","ID",0.402,95
"MLK","XEC",0.402,96
"MLK","SEI",0.397,97
"MLK","DOGE",0.389,98
"MLK","TFUEL",0.362,99
"MLK","CTC",0.353,100
"MLK","MVL",0.347,101
"MLK","PUNDIX",0.308,102
"MLK","ANKR",0.303,103
"MLK","AVAX",0.294,104
"MLK","HIFI",0.278,105
"MLK","VET",0.268,106
"MLK","MASK",0.243,107
"MLK","BLUR",0.242,108
"MLK","STX",-0.194,109
"MLK","APT",0.153,110
"MLK","TRX",0.127,111
"MLK","POLYX",-0.113,112
"MLK","PYTH",0.101,113
"MLK","T",0.095,114
"MLK","CVC",0.093,115
"MLK","SUI",-0.086,116
"MLK","SOL",0.084,117
"MLK","BCH",-0.064,118
"MOC","MOC",1,1
"MOC","KNC",0.895,2
"MOC","HPO",0.887,3
"MOC","ARK",0.875,4
"MOC","HIVE",0.872,5
"MOC","ALGO",0.868,6
"MOC","STPT",0.855,7
"MOC","STMX",0.844,8
"MOC","HUNT",0.824,9
"MOC","XEM",0.819,10
"MOC","POWR",0.81,11
"MOC","BORA",0.808,12
"MOC","ONT",0.801,13
"MOC","FLOW",0.795,14
"MOC","LOOM",0.792,15
"MOC","FCT2",0.791,16
"MOC","STEEM",0.79,17
"MOC","WAVES",0.789,18
"MOC","IOST",0.775,19
"MOC","KAVA",0.773,20
"MOC","1INCH",0.767,21
"MOC","ARDR",0.756,22
"MOC","IOTA",0.756,23
"MOC","ZIL",0.754,24
"MOC","SXP",0.749,25
"MOC","AAVE",0.746,26
"MOC","BAT",0.745,27
"MOC","TON",0.745,28
"MOC","MBL",0.744,29
"MOC","AXS",0.738,30
"MOC","TT",0.734,31
"MOC","AQT",0.732,32
"MOC","MLK",0.732,33
"MOC","ONG",0.732,34
"MOC","BTC",0.725,35
"MOC","ICX",0.72,36
"MOC","ORBS",0.717,37
"MOC","NEAR",0.708,38
"MOC","MED",0.705,39
"MOC","ZRX",0.696,40
"MOC","GAS",0.695,41
"MOC","UPP",0.691,42
"MOC","GRT",0.686,43
"MOC","SAND",0.684,44
"MOC","CELO",0.683,45
"MOC","STRIKE",0.679,46
"MOC","AERGO",0.677,47
"MOC","DOT",0.677,48
"MOC","AHT",0.67,49
"MOC","XTZ",0.665,50
"MOC","THETA",0.661,51
"MOC","SC",0.66,52
"MOC","CBK",0.659,53
"MOC","QKC",0.655,54
"MOC","IQ",0.653,55
"MOC","GMT",0.65,56
"MOC","MANA",0.639,57
"MOC","ETH",0.635,58
"MOC","CTC",0.633,59
"MOC","GRS",0.631,60
"MOC","BTG",0.627,61
"MOC","SNT",0.627,62
"MOC","ID",0.622,63
"MOC","DKA",0.62,64
"MOC","XLM",0.62,65
"MOC","XRP",0.61,66
"MOC","EOS",0.597,67
"MOC","AVAX",0.596,68
"MOC","MVL",0.586,69
"MOC","CRO",0.583,70
"MOC","WAXP",0.578,71
"MOC","ATOM",0.572,72
"MOC","ANKR",0.568,73
"MOC","QTUM",0.561,74
"MOC","META",0.552,75
"MOC","STORJ",0.548,76
"MOC","SHIB",0.547,77
"MOC","SBD",0.539,78
"MOC","HIFI",0.527,79
"MOC","CRE",0.516,80
"MOC","SOL",0.509,81
"MOC","SEI",0.506,82
"MOC","PYTH",0.501,83
"MOC","GLM",0.489,84
"MOC","DOGE",0.485,85
"MOC","MATIC",0.476,86
"MOC","JST",0.469,87
"MOC","STRAX",0.46,88
"MOC","HBAR",0.456,89
"MOC","APT",0.455,90
"MOC","EGLD",0.423,91
"MOC","ADA",0.422,92
"MOC","BTT",0.42,93
"MOC","ELF",0.411,94
"MOC","ETC",0.4,95
"MOC","LINK",0.4,96
"MOC","MASK",0.4,97
"MOC","T",0.397,98
"MOC","MINA",0.392,99
"MOC","PUNDIX",0.386,100
"MOC","CVC",0.369,101
"MOC","XEC",0.336,102
"MOC","CHZ",0.33,103
"MOC","NEO",0.316,104
"MOC","BSV",0.314,105
"MOC","TFUEL",0.311,106
"MOC","MTL",0.285,107
"MOC","SUI",0.275,108
"MOC","TRX",-0.269,109
"MOC","LSK",0.251,110
"MOC","ASTR",0.22,111
"MOC","POLYX",0.185,112
"MOC","IMX",0.171,113
"MOC","BCH",0.162,114
"MOC","ARB",0.14,115
"MOC","BLUR",-0.073,116
"MOC","VET",-0.009,117
"MOC","STX",0.008,118
"MTL","MTL",1,1
"MTL","LSK",0.878,2
"MTL","JST",0.825,3
"MTL","BTT",0.775,4
"MTL","SHIB",0.754,5
"MTL","SBD",0.733,6
"MTL","ETC",0.731,7
"MTL","ATOM",0.724,8
"MTL","ETH",0.663,9
"MTL","GLM",0.628,10
"MTL","EOS",0.626,11
"MTL","CBK",0.623,12
"MTL","META",0.614,13
"MTL","QTUM",0.612,14
"MTL","DOT",0.605,15
"MTL","1INCH",0.603,16
"MTL","CRO",0.6,17
"MTL","STRAX",0.595,18
"MTL","THETA",0.58,19
"MTL","TON",0.57,20
"MTL","ZIL",0.569,21
"MTL","STRIKE",0.567,22
"MTL","DKA",0.56,23
"MTL","ORBS",0.544,24
"MTL","MLK",0.539,25
"MTL","HBAR",0.537,26
"MTL","BTG",0.534,27
"MTL","XEC",0.527,28
"MTL","XEM",0.519,29
"MTL","MED",0.516,30
"MTL","SXP",0.514,31
"MTL","IOTA",0.502,32
"MTL","ONG",0.501,33
"MTL","ONT",0.492,34
"MTL","XTZ",0.484,35
"MTL","SAND",0.474,36
"MTL","AAVE",0.472,37
"MTL","HIVE",0.47,38
"MTL","IOST",0.457,39
"MTL","BAT",0.444,40
"MTL","ADA",0.44,41
"MTL","FCT2",0.44,42
"MTL","XLM",0.44,43
"MTL","HPO",0.434,44
"MTL","ALGO",0.432,45
"MTL","ICX",0.432,46
"MTL","STEEM",0.426,47
"MTL","MANA",0.421,48
"MTL","BSV",0.417,49
"MTL","ARK",0.399,50
"MTL","AXS",0.395,51
"MTL","MATIC",0.394,52
"MTL","KAVA",0.392,53
"MTL","STORJ",0.39,54
"MTL","ARB",0.385,55
"MTL","KNC",0.38,56
"MTL","TFUEL",0.363,57
"MTL","FLOW",0.358,58
"MTL","NEO",0.357,59
"MTL","CRE",0.348,60
"MTL","QKC",0.343,61
"MTL","AHT",0.34,62
"MTL","STPT",0.34,63
"MTL","SNT",0.339,64
"MTL","BTC",0.338,65
"MTL","GAS",0.334,66
"MTL","BORA",0.328,67
"MTL","DOGE",0.322,68
"MTL","CHZ",0.315,69
"MTL","TT",0.312,70
"MTL","MBL",0.311,71
"MTL","PUNDIX",0.308,72
"MTL","AQT",0.3,73
"MTL","STMX",0.299,74
"MTL","STX",-0.293,75
"MTL","MOC",0.285,76
"MTL","AERGO",0.283,77
"MTL","ELF",0.258,78
"MTL","WAVES",0.245,79
"MTL","LINK",0.24,80
"MTL","CELO",0.238,81
"MTL","GRS",0.238,82
"MTL","GRT",0.231,83
"MTL","NEAR",0.229,84
"MTL","SUI",-0.225,85
"MTL","MINA",0.214,86
"MTL","ARDR",0.207,87
"MTL","EGLD",0.207,88
"MTL","POWR",0.197,89
"MTL","PYTH",-0.195,90
"MTL","GMT",0.193,91
"MTL","XRP",0.193,92
"MTL","HUNT",0.188,93
"MTL","LOOM",0.185,94
"MTL","ANKR",0.182,95
"MTL","IMX",0.173,96
"MTL","TRX",0.165,97
"MTL","ASTR",0.137,98
"MTL","IQ",0.131,99
"MTL","SEI",0.124,100
"MTL","MASK",0.105,101
"MTL","POLYX",-0.097,102
"MTL","WAXP",0.096,103
"MTL","APT",0.087,104
"MTL","SC",0.086,105
"MTL","UPP",0.085,106
"MTL","AVAX",-0.077,107
"MTL","CTC",0.066,108
"MTL","VET",0.066,109
"MTL","SOL",-0.051,110
"MTL","ZRX",0.051,111
"MTL","BLUR",0.043,112
"MTL","T",-0.034,113
"MTL","HIFI",-0.03,114
"MTL","BCH",-0.023,115
"MTL","ID",0.02,116
"MTL","CVC",0.017,117
"MTL","MVL",0.011,118
"MVL","MVL",1,1
"MVL","CTC",0.819,2
"MVL","HIFI",0.803,3
"MVL","WAXP",0.771,4
"MVL","APT",0.769,5
"MVL","SOL",0.732,6
"MVL","STMX",0.732,7
"MVL","GRS",0.704,8
"MVL","CVC",0.702,9
"MVL","HUNT",0.701,10
"MVL","TRX",-0.701,11
"MVL","POLYX",0.681,12
"MVL","BTC",0.673,13
"MVL","T",0.669,14
"MVL","AVAX",0.653,15
"MVL","NEAR",0.653,16
"MVL","ARDR",0.645,17
"MVL","STPT",0.635,18
"MVL","DOGE",0.632,19
"MVL","STEEM",0.623,20
"MVL","ANKR",0.621,21
"MVL","SUI",0.621,22
"MVL","ONT",0.611,23
"MVL","IQ",0.61,24
"MVL","BORA",0.607,25
"MVL","MBL",0.603,26
"MVL","HPO",0.594,27
"MVL","MOC",0.586,28
"MVL","WAVES",0.586,29
"MVL","PYTH",0.582,30
"MVL","STX",0.565,31
"MVL","ICX",0.561,32
"MVL","LOOM",0.56,33
"MVL","ZRX",0.559,34
"MVL","AERGO",0.555,35
"MVL","ZIL",0.552,36
"MVL","ARK",0.542,37
"MVL","UPP",0.534,38
"MVL","QKC",0.519,39
"MVL","MED",0.516,40
"MVL","HIVE",0.511,41
"MVL","TON",0.505,42
"MVL","FLOW",0.496,43
"MVL","GRT",0.494,44
"MVL","BLUR",-0.493,45
"MVL","GMT",0.485,46
"MVL","XEM",0.472,47
"MVL","KNC",0.47,48
"MVL","MASK",0.47,49
"MVL","TT",0.469,50
"MVL","ID",0.462,51
"MVL","KAVA",0.454,52
"MVL","AAVE",0.452,53
"MVL","POWR",0.447,54
"MVL","ALGO",0.443,55
"MVL","BTG",0.442,56
"MVL","BCH",0.429,57
"MVL","SXP",0.424,58
"MVL","AQT",0.42,59
"MVL","ONG",0.413,60
"MVL","CELO",0.405,61
"MVL","FCT2",0.403,62
"MVL","VET",-0.401,63
"MVL","IOTA",0.393,64
"MVL","ARB",-0.39,65
"MVL","IOST",0.376,66
"MVL","THETA",0.375,67
"MVL","ASTR",-0.365,68
"MVL","SAND",0.365,69
"MVL","CRO",0.363,70
"MVL","AXS",0.356,71
"MVL","1INCH",0.353,72
"MVL","XEC",0.35,73
"MVL","MLK",0.347,74
"MVL","XRP",0.344,75
"MVL","PUNDIX",0.335,76
"MVL","SC",0.326,77
"MVL","CRE",0.323,78
"MVL","ORBS",0.323,79
"MVL","BAT",0.311,80
"MVL","SHIB",0.292,81
"MVL","XTZ",0.284,82
"MVL","IMX",-0.256,83
"MVL","AHT",0.253,84
"MVL","XLM",0.244,85
"MVL","META",0.236,86
"MVL","MANA",0.234,87
"MVL","SNT",0.234,88
"MVL","TFUEL",0.231,89
"MVL","EOS",0.217,90
"MVL","GAS",0.185,91
"MVL","CBK",0.18,92
"MVL","ETH",0.18,93
"MVL","QTUM",0.16,94
"MVL","ADA",-0.143,95
"MVL","BSV",-0.128,96
"MVL","LSK",0.124,97
"MVL","MATIC",-0.123,98
"MVL","STRAX",0.123,99
"MVL","DOT",0.119,100
"MVL","BTT",0.117,101
"MVL","STRIKE",0.113,102
"MVL","MINA",-0.104,103
"MVL","EGLD",-0.101,104
"MVL","LINK",-0.1,105
"MVL","JST",0.098,106
"MVL","NEO",0.097,107
"MVL","GLM",0.094,108
"MVL","DKA",0.087,109
"MVL","STORJ",0.076,110
"MVL","ATOM",0.059,111
"MVL","ETC",-0.055,112
"MVL","SBD",0.043,113
"MVL","HBAR",0.034,114
"MVL","SEI",-0.026,115
"MVL","CHZ",-0.017,116
"MVL","MTL",0.011,117
"MVL","ELF",0.001,118
"NEAR","NEAR",1,1
"NEAR","BTC",0.873,2
"NEAR","CTC",0.832,3
"NEAR","ZRX",0.828,4
"NEAR","SOL",0.816,5
"NEAR","AVAX",0.79,6
"NEAR","IQ",0.778,7
"NEAR","FLOW",0.775,8
"NEAR","ID",0.772,9
"NEAR","PYTH",0.763,10
"NEAR","HIFI",0.76,11
"NEAR","HUNT",0.753,12
"NEAR","AAVE",0.735,13
"NEAR","ONT",0.735,14
"NEAR","THETA",0.732,15
"NEAR","ANKR",0.727,16
"NEAR","WAVES",0.727,17
"NEAR","STMX",0.721,18
"NEAR","GRT",0.72,19
"NEAR","STEEM",0.72,20
"NEAR","MOC",0.708,21
"NEAR","ZIL",0.699,22
"NEAR","KNC",0.693,23
"NEAR","ARDR",0.689,24
"NEAR","ALGO",0.686,25
"NEAR","BTG",0.678,26
"NEAR","XEM",0.669,27
"NEAR","TRX",-0.656,28
"NEAR","HPO",0.655,29
"NEAR","MVL",0.653,30
"NEAR","QKC",0.652,31
"NEAR","STPT",0.652,32
"NEAR","ARK",0.65,33
"NEAR","POWR",0.637,34
"NEAR","HIVE",0.632,35
"NEAR","BORA",0.612,36
"NEAR","PUNDIX",0.607,37
"NEAR","KAVA",0.6,38
"NEAR","1INCH",0.596,39
"NEAR","APT",0.589,40
"NEAR","LOOM",0.581,41
"NEAR","ICX",0.562,42
"NEAR","GRS",0.553,43
"NEAR","TON",0.548,44
"NEAR","BLUR",-0.529,45
"NEAR","XRP",0.529,46
"NEAR","SXP",0.523,47
"NEAR","MED",0.522,48
"NEAR","CVC",0.507,49
"NEAR","DOGE",0.503,50
"NEAR","ETH",0.499,51
"NEAR","VET",-0.496,52
"NEAR","AXS",0.49,53
"NEAR","IOST",0.49,54
"NEAR","ONG",0.487,55
"NEAR","CELO",0.484,56
"NEAR","T",0.479,57
"NEAR","IOTA",0.478,58
"NEAR","CRO",0.465,59
"NEAR","SHIB",0.461,60
"NEAR","XEC",0.458,61
"NEAR","MBL",0.444,62
